Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
A0A1Q8R1R7_9FIRM	A0A1Q8R1R7_9FIRM	337	SPASM	-	68	7.5e-15	66.2	1.5	1	1	1.1e-18	7.5e-15	66.216682434082	1.48	1	67	260	326	260	327	0.84	Radical SAM domain protein		0
E1WZW6_HALMS	E1WZW6_HALMS	249	SPASM	-	68	4.4e-14	63.8	0.8	1	1	6.5e-18	4.4e-14	63.7540245056152	0.76	1	68	177	245	177	245	0.89	Uncharacterized protein		0
C9RA05_AMMDK	C9RA05_AMMDK	340	SPASM	-	68	1.6e-13	62.0	0.0	1	1	4.1e-17	2.7e-13	61.2147903442383	0.02	1	68	250	333	250	333	0.85	Radical SAM domain protein		0
A0A0M9E870_9DELT	A0A0M9E870_9DELT	360	SPASM	-	68	3.4e-13	60.9	6.1	1	1	5.0e-17	3.4e-13	60.9347152709961	6.09	1	67	273	342	273	343	0.83	Radical SAM protein		0
A0A4R2KK08_9CLOT	A0A4R2KK08_9CLOT	334	SPASM	-	68	4.9e-13	60.4	6.0	1	1	7.2e-17	4.9e-13	60.4120788574219	6.04	1	68	257	324	257	324	0.91	Radical SAM protein with 4Fe4S-binding SPASM domain		0
A0A254TAU6_9BURK	A0A254TAU6_9BURK	333	SPASM	-	68	1.2e-11	55.9	0.2	1	1	7.0e-15	4.7e-11	54.0552520751953	0.33	1	67	261	326	261	327	0.89	Radical SAM protein		0
S5ZX12_9CREN	S5ZX12_9CREN	424	SPASM	-	68	1.9e-11	55.3	0.5	1	1	7.0e-15	4.7e-11	54.0519523620605	0.17	1	68	307	387	307	387	0.79	Uncharacterized protein		0
A0A1E3XE77_9BACT	A0A1E3XE77_9BACT	358	SPASM	-	68	2.0e-11	55.2	2.8	1	1	4.5e-15	3.1e-11	54.6617012023926	1.67	1	67	238	305	238	306	0.84	Radical SAM protein		0
A0A0A6RNY4_9GAMM	A0A0A6RNY4_9GAMM	346	SPASM	-	68	2.2e-11	55.1	2.8	1	1	9.3e-15	6.3e-11	53.6552200317383	2.78	1	67	259	324	259	325	0.88	Uncharacterized protein		0
A0A1B6B7H8_9FIRM	A0A1B6B7H8_9FIRM	296	SPASM	-	68	2.3e-11	55.1	0.8	1	1	7.0e-15	4.8e-11	54.0398254394531	0.78	1	68	203	269	203	269	0.86	Radical SAM		0
A0A081BXF2_9BACT	A0A081BXF2_9BACT	354	SPASM	-	68	3.5e-11	54.5	2.7	1	1	7.6e-15	5.1e-11	53.9410972595215	1.65	1	67	268	334	268	335	0.88	Radical SAM domain protein, putative		0
A0A2C9CIU5_KUEST	A0A2C9CIU5_KUEST	330	SPASM	-	68	5.1e-11	54.0	2.6	1	1	1.6e-14	1.1e-10	52.8886566162109	2.61	1	68	264	322	264	322	0.87	Elp3 domain-containing protein		0
A0A0C1KNR3_9BACT	A0A0C1KNR3_9BACT	354	SPASM	-	68	5.7e-11	53.8	3.4	1	1	4.9e-14	3.3e-10	51.3520545959473	1.78	1	68	279	345	279	345	0.91	Uncharacterized protein		0
A0A2Z2KA33_9BACL	A0A2Z2KA33_9BACL	397	SPASM	-	68	7.5e-11	53.4	0.1	1	1	3.0e-14	2.0e-10	52.0235023498535	0.10	1	68	322	384	322	384	0.90	Radical SAM protein		0
A0A1E7Z187_9GAMM	A0A1E7Z187_9GAMM	389	SPASM	-	68	9.0e-11	53.2	0.2	1	1	4.2e-14	2.8e-10	51.5688171386719	0.18	1	67	319	381	319	382	0.92	Radical SAM additional 4Fe4S-binding SPASM domain protein		0
A0A3A9ETQ6_9BACT	A0A3A9ETQ6_9BACT	345	SPASM	-	68	1.1e-10	52.9	2.5	1	1	3.4e-14	2.3e-10	51.8700180053711	1.63	1	68	253	320	253	320	0.89	Radical SAM protein		0
C9LXC9_SELS3	C9LXC9_SELS3	361	SPASM	-	68	1.3e-10	52.6	8.4	1	1	3.3e-14	2.2e-10	51.9034652709961	3.49	1	68	261	328	261	328	0.90	Radical SAM domain protein		0
E3E5Z6_PAEPS	E3E5Z6_PAEPS	397	SPASM	-	68	1.4e-10	52.5	0.1	1	1	5.6e-14	3.8e-10	51.148120880127	0.09	1	67	321	383	321	384	0.88	Radical SAM protein		0
I3IM32_9BACT	I3IM32_9BACT	333	SPASM	-	68	1.7e-10	52.3	2.0	1	1	5.7e-14	3.8e-10	51.1416969299316	2.04	1	68	267	325	267	325	0.88	Elp3 domain-containing protein		0
A0A368VU33_9BACL	A0A368VU33_9BACL	396	SPASM	-	68	3.2e-10	51.4	0.1	1	1	1.2e-13	8.5e-10	50.0400009155273	0.09	1	68	321	383	321	383	0.89	Radical SAM protein with 4Fe4S-binding SPASM domain		0
A0A0C9PSR4_9BACT	A0A0C9PSR4_9BACT	328	SPASM	-	68	3.6e-10	51.2	1.5	1	1	1.1e-13	7.2e-10	50.259822845459	1.53	1	68	262	320	262	320	0.89	Radical SAM domain-containing protein		0
A0A0E4CX03_9BACL	A0A0E4CX03_9BACL	397	SPASM	-	68	3.7e-10	51.2	0.1	1	1	1.6e-13	1.1e-09	49.703311920166	0.08	1	68	322	384	322	384	0.90	AstB/chuR/nirj-like protein		0
T0MWM2_9EURY	T0MWM2_9EURY	508	SPASM	-	68	6.1e-10	50.5	0.1	1	1	2.1e-13	1.4e-09	49.3398246765137	0.06	1	68	263	323	263	323	0.88	Fe-S oxidoreductase		0
A0A0N0D1W7_9DELT	A0A0N0D1W7_9DELT	333	SPASM	-	68	6.7e-10	50.4	0.9	1	1	9.9e-14	6.7e-10	50.3612594604492	0.93	1	67	250	316	250	317	0.87	Radical SAM protein		0
W4V2Y1_9FIRM	W4V2Y1_9FIRM	304	SPASM	-	68	7.0e-10	50.3	2.0	1	1	1.0e-13	7.0e-10	50.3101387023926	2.03	1	67	236	295	236	296	0.81	Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor modifying protein		0
A0A172ZFF0_9BACL	A0A172ZFF0_9BACL	400	SPASM	-	68	8.1e-10	50.1	0.1	1	1	3.4e-13	2.3e-09	48.6454544067383	0.11	1	67	321	383	321	384	0.87	Radical SAM protein		0
A0A1E3L598_9BACL	A0A1E3L598_9BACL	400	SPASM	-	68	8.9e-10	50.0	1.5	1	1	2.4e-13	1.6e-09	49.1528625488281	0.15	1	67	321	383	321	384	0.86	Uncharacterized protein		0
A5G4P6_GEOUR	A5G4P6_GEOUR	318	SPASM	-	68	1.2e-09	49.6	2.6	1	1	4.9e-13	3.3e-09	48.138801574707	2.64	1	68	229	286	229	286	0.87	Radical SAM domain protein		0
R9N2I7_9FIRM	R9N2I7_9FIRM	341	SPASM	-	68	1.4e-09	49.4	2.0	1	1	2.0e-13	1.4e-09	49.3870544433594	1.95	1	67	241	304	240	305	0.82	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A0C1L0X2_9BACT	A0A0C1L0X2_9BACT	354	SPASM	-	68	1.4e-09	49.4	1.8	1	1	2.0e-13	1.4e-09	49.353515625	1.80	1	68	279	345	279	345	0.88	Uncharacterized protein		0
A0A3A9B105_9BACT	A0A3A9B105_9BACT	391	SPASM	-	68	1.5e-09	49.2	4.3	1	1	5.2e-13	3.5e-09	48.0626335144043	1.48	1	67	320	385	320	387	0.81	Radical SAM protein		0
A0A178MMX4_9PROT	A0A178MMX4_9PROT	323	SPASM	-	68	1.7e-09	49.0	0.1	1	1	6.3e-13	4.2e-09	47.7959671020508	0.14	1	67	243	309	243	310	0.87	Uncharacterized protein		0
A0A1I4KPX7_9BACL	A0A1I4KPX7_9BACL	397	SPASM	-	68	2.0e-09	48.8	2.0	1	1	3.4e-13	2.3e-09	48.6439628601074	0.19	1	68	321	384	321	384	0.87	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
B3DVD8_METI4	B3DVD8_METI4	386	SPASM	-	68	2.3e-09	48.6	0.4	1	1	7.2e-13	4.8e-09	47.6117820739746	0.38	1	68	253	319	253	319	0.79	PqqA peptide cyclase		0
A0A1E3XE52_9BACT	A0A1E3XE52_9BACT	334	SPASM	-	68	2.8e-09	48.4	3.5	1	1	1.0e-12	7.0e-09	47.1030502319336	3.46	1	68	263	323	263	323	0.90	Molybdenum cofactor biosynthesis protein A		0
A0A3P7PCK4_9FIRM	A0A3P7PCK4_9FIRM	346	SPASM	-	68	3.4e-09	48.1	0.2	1	1	2.3e-12	1.6e-08	45.9834098815918	0.18	1	68	233	311	233	311	0.81	Tungsten cofactor oxidoreductase radical SAM maturase		0
A0A348AH65_9FIRM	A0A348AH65_9FIRM	337	SPASM	-	68	3.6e-09	48.0	3.5	1	1	8.6e-13	5.8e-09	47.3624534606934	1.20	1	67	249	313	249	314	0.81	Cyclic pyranopterin monophosphate synthase		0
A0A229UKN3_9BACL	A0A229UKN3_9BACL	397	SPASM	-	68	3.7e-09	48.0	1.8	1	1	5.5e-13	3.7e-09	47.9708976745605	0.18	1	68	321	384	321	384	0.87	Radical SAM protein		0
A0A1V6LXA9_9BACT	A0A1V6LXA9_9BACT	328	SPASM	-	68	5.1e-09	47.5	2.6	1	1	1.7e-12	1.2e-08	46.3961791992188	2.65	1	68	262	320	261	320	0.87	Uncharacterized protein		0
A0A4R2RP43_9FIRM	A0A4R2RP43_9FIRM	344	SPASM	-	68	5.9e-09	47.3	0.9	1	1	8.7e-13	5.9e-09	47.3417205810547	0.85	1	68	249	317	249	317	0.81	MoaA/NifB/PqqE/SkfB family radical SAM enzyme		0
A0A0N1J101_9DELT	A0A0N1J101_9DELT	380	SPASM	-	68	6.3e-09	47.2	1.7	1	1	2.5e-12	1.7e-08	45.848014831543	1.67	1	67	284	351	284	353	0.78	Radical SAM protein		0
A0A0M1JV84_9CYAN	A0A0M1JV84_9CYAN	386	SPASM	-	68	6.4e-09	47.2	1.4	1	1	2.1e-11	1.4e-07	42.9099349975586	0.13	1	68	317	384	317	384	0.89	Radical SAM protein		0
J0LBH5_9HELI	J0LBH5_9HELI	358	SPASM	-	68	7.3e-09	47.0	0.6	1	1	3.0e-12	2.1e-08	45.5982093811035	0.61	1	67	258	325	258	326	0.91	Radical SAM superfamily enzyme		0
M0L4H5_9EURY	M0L4H5_9EURY	322	SPASM	-	68	7.7e-09	47.0	0.1	1	1	2.5e-12	1.7e-08	45.8856201171875	0.05	1	67	257	318	257	319	0.90	Radical SAM domain-containing protein		0
A0A4R6MR37_9BACL	A0A4R6MR37_9BACL	397	SPASM	-	68	9.2e-09	46.7	0.1	1	1	3.9e-12	2.6e-08	45.2653465270996	0.15	1	67	321	383	321	384	0.86	Radical SAM protein with 4Fe4S-binding SPASM domain		0
U2B2W5_9CLOT	U2B2W5_9CLOT	315	SPASM	-	68	9.6e-09	46.7	2.0	1	1	3.0e-12	2.0e-08	45.6236534118652	1.96	1	68	229	295	229	295	0.88	Radical SAM domain protein		0
A0A1Q9JDZ8_9FIRM	A0A1Q9JDZ8_9FIRM	340	SPASM	-	68	9.9e-09	46.6	1.2	1	1	4.0e-12	2.7e-08	45.2073440551758	1.24	1	67	244	309	244	310	0.85	Uncharacterized protein		0
A1AUB4_PELPD	A1AUB4_PELPD	359	SPASM	-	68	1.0e-08	46.6	0.7	1	1	4.7e-12	3.2e-08	45.0059509277344	0.71	1	67	264	329	263	330	0.83	Radical SAM domain protein		0
A0A366I808_9FIRM	A0A366I808_9FIRM	520	SPASM	-	68	1.2e-08	46.4	1.8	1	1	1.7e-12	1.2e-08	46.3872756958008	1.81	1	68	444	510	444	510	0.90	4Fe-4S single cluster protein		0
I0JZV2_METFB	I0JZV2_METFB	375	SPASM	-	68	1.2e-08	46.3	0.2	1	1	4.2e-12	2.8e-08	45.1591148376465	0.19	3	68	244	306	240	306	0.78	PqqA peptide cyclase		0
A0A1H0ASR8_9FIRM	A0A1H0ASR8_9FIRM	297	SPASM	-	68	1.3e-08	46.3	1.1	1	1	4.7e-12	3.2e-08	44.9840316772461	0.06	1	68	228	294	228	294	0.86	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A1M4XPM6_9FIRM	A0A1M4XPM6_9FIRM	334	SPASM	-	68	1.3e-08	46.3	0.2	1	1	5.4e-12	3.6e-08	44.8111190795898	0.17	1	67	243	306	242	307	0.84	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A1H4GE77_9SPHI	A0A1H4GE77_9SPHI	388	SPASM	-	68	1.3e-08	46.3	0.1	1	1	5.2e-12	3.6e-08	44.8389854431152	0.09	1	67	318	380	318	381	0.90	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
I9AST4_9FIRM	I9AST4_9FIRM	297	SPASM	-	68	1.4e-08	46.2	0.2	1	1	2.0e-12	1.4e-08	46.1628227233887	0.20	1	68	228	294	228	294	0.88	4Fe4S-binding SPASM domain-containing protein		0
W4CSX1_9BACL	W4CSX1_9BACL	397	SPASM	-	68	1.4e-08	46.1	0.1	1	1	5.9e-12	4.0e-08	44.6797676086426	0.07	1	68	322	384	322	384	0.89	AstB/chuR/nirj-like protein		0
A0A2C9CBJ7_KUEST	A0A2C9CBJ7_KUEST	342	SPASM	-	68	1.6e-08	46.0	3.9	1	1	7.0e-12	4.7e-08	44.439079284668	3.27	1	67	239	297	239	298	0.86	Uncharacterized protein		0
A0A3A9FT60_9BACT	A0A3A9FT60_9BACT	341	SPASM	-	68	1.8e-08	45.8	0.3	1	1	5.9e-12	4.0e-08	44.6815795898438	0.29	1	67	245	310	244	311	0.83	Radical SAM protein		0
A0A0M2UY34_9BACT	A0A0M2UY34_9BACT	328	SPASM	-	68	2.0e-08	45.6	1.3	1	1	6.5e-12	4.4e-08	44.5496368408203	1.26	1	68	262	320	262	320	0.88	Molybdenum cofactor biosynthesis protein A		0
C8X1E3_DESRD	C8X1E3_DESRD	437	SPASM	-	68	2.1e-08	45.6	2.4	1	1	3.1e-12	2.1e-08	45.5741920471191	2.42	1	68	322	400	322	400	0.83	Radical SAM domain protein		0
A0A0N0D5K3_9DELT	A0A0N0D5K3_9DELT	359	SPASM	-	68	2.2e-08	45.5	0.6	1	1	1.1e-11	7.2e-08	43.8583221435547	0.57	1	67	259	326	259	327	0.88	Radical SAM protein		0
A0A369B8M4_9FIRM	A0A369B8M4_9FIRM	341	SPASM	-	68	2.3e-08	45.4	1.4	1	1	4.7e-12	3.2e-08	44.995979309082	0.33	1	68	245	311	245	311	0.87	Radical SAM protein with 4Fe4S-binding SPASM domain		0
A0A1H2REN9_9FLAO	A0A1H2REN9_9FLAO	362	SPASM	-	68	2.8e-08	45.2	3.4	1	1	4.1e-12	2.8e-08	45.1750831604004	3.38	1	68	282	348	282	348	0.88	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
Q97TG5_CLOAB	Q97TG5_CLOAB	390	SPASM	-	68	4.3e-08	44.6	0.7	1	1	6.4e-12	4.3e-08	44.5715370178223	0.72	1	68	321	383	318	383	0.87	AstB/chuR/nirj-related protein		0
E0I5V9_9BACL	E0I5V9_9BACL	391	SPASM	-	68	4.7e-08	44.5	0.1	1	1	1.8e-11	1.2e-07	43.1373443603516	0.13	1	67	321	383	321	384	0.87	Radical SAM domain protein		0
A0A4R4YRC2_9ACTN	A0A4R4YRC2_9ACTN	392	SPASM	-	68	5.4e-08	44.2	0.5	1	1	3.7e-11	2.5e-07	42.1046676635742	0.28	1	67	322	384	322	385	0.88	Radical SAM protein		0
A0A259UMT6_9FIRM	A0A259UMT6_9FIRM	297	SPASM	-	68	5.9e-08	44.1	0.1	1	1	2.3e-11	1.6e-07	42.7544097900391	0.14	1	68	228	294	228	294	0.87	S-adenosyl-L-methionine-dependent 2-deoxy-scyllo-inosamine dehydrogenase		0
R7N1B7_9FIRM	R7N1B7_9FIRM	326	SPASM	-	68	6.8e-08	43.9	1.0	1	1	2.7e-11	1.8e-07	42.574821472168	1.00	1	68	229	295	229	295	0.85	Uncharacterized protein		0
A0A1C3FFK6_9BACT	A0A1C3FFK6_9BACT	425	SPASM	-	68	7.0e-08	43.9	1.8	1	1	2.4e-11	1.7e-07	42.7016563415527	1.76	1	68	310	388	310	388	0.83	Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor-modifying protein		0
H6NAZ3_9BACL	H6NAZ3_9BACL	391	SPASM	-	68	7.8e-08	43.7	0.1	1	1	3.4e-11	2.3e-07	42.2394371032715	0.09	1	67	321	383	321	384	0.86	AstB/chuR/nirj-like protein		0
A0A1V2M3Y2_9FIRM	A0A1V2M3Y2_9FIRM	325	SPASM	-	68	7.9e-08	43.7	2.0	1	1	1.2e-11	7.9e-08	43.725212097168	2.03	1	67	231	296	231	297	0.85	Elp3 domain-containing protein		0
F7K5U9_9FIRM	F7K5U9_9FIRM	317	SPASM	-	68	8.3e-08	43.7	1.3	1	1	2.7e-11	1.8e-07	42.5779228210449	1.31	1	68	229	295	229	295	0.88	Uncharacterized protein		0
A0A125NY76_9BACT	A0A125NY76_9BACT	343	SPASM	-	68	8.9e-08	43.6	0.9	1	1	3.3e-11	2.2e-07	42.2720603942871	0.89	1	68	239	306	239	306	0.86	Radical SAM protein		0
R9NDG1_9FIRM	R9NDG1_9FIRM	303	SPASM	-	68	9.5e-08	43.5	2.6	1	1	1.4e-11	9.5e-08	43.4723815917969	2.58	1	68	217	283	217	283	0.85	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
R6KGN8_9FIRM	R6KGN8_9FIRM	387	SPASM	-	68	1.0e-07	43.4	6.8	1	1	3.2e-11	2.2e-07	42.303638458252	2.16	1	68	307	373	307	373	0.85	Uncharacterized protein		0
A0A0S2DGW5_LYSEN	A0A0S2DGW5_LYSEN	390	SPASM	-	68	1.0e-07	43.4	0.2	1	1	3.3e-11	2.2e-07	42.2821044921875	0.22	1	67	321	382	321	383	0.89	Radical SAM domain protein		0
A0A0M9E5S8_9DELT	A0A0M9E5S8_9DELT	314	SPASM	-	68	1.2e-07	43.2	0.5	1	1	1.7e-11	1.2e-07	43.1795539855957	0.47	1	67	240	303	240	304	0.83	Radical SAM protein		0
